batch,url,page_type,priority,copy,chars,Flag
Batch 2,https://www.thegoodguys.com.au/homedics/health-and-grooming/personal-care/foot-spas,B3,43,"Soothe tired feet with Homedics foot spas from The Good Guys, combining heated massage, bubbles, and salt soak options for at-home relaxation. Save time with easy-fill designs, adjustable settings, and targeted relief to support regular foot care.",247,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/kenwood/small-kitchen-appliances/mixers-and-food-processors/stick-mixers,B3,43,"Save time with Kenwood stick mixers from The Good Guys, built for fast blending, chopping and pureeing. Tackle sauces, soups and smoothies with powerful motors, ergonomic handles and versatile attachments for smoother results in less time.",239,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/nothing/phones-and-wearables/mobile-phones,B2,42,"Stay connected with Nothing Mobile Phones from The Good Guys, offering fast 5G performance, vibrant displays, and long-lasting batteries. Explore slim designs, generous storage options, and smooth multitasking to match your everyday mobile needs.",246,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/jura/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machines,B3,42,"Savour barista-style coffee at home with JURA coffee machines from The Good Guys, offering precise extraction, automatic milk texturing and intuitive controls. Discover compact to fully automatic models that streamline your routine.",232,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/belong/phones-and-wearables/phone-accessories/mobile-sim-cards,B3,41,"Stay connected on the go with Belong Mobile SIM Cards, offering flexible data options and easy activation. Explore prepaid starter kits at The Good Guys for simple setup, clear pricing, and coverage suited to everyday calls, streaming, and browsing.",249,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/miele/cooking-and-dishwashers/rangehoods,B2,41,"Clear the air in your kitchen with Miele rangehoods offering powerful extraction, quiet operation, and multiple widths to match your cooktop. Discover canopy, undermount, and slide-out options at The Good Guys for efficient steam and odour control.",248,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/logitech/gaming,B1,41,"Level up your play with Logitech Gaming gear from The Good Guys, offering precise audio, low-latency wireless headsets and immersive racing controls. Stay focused with lightweight designs, noise management and multi-platform.",225,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/boost/phones-and-wearables/phone-accessories/mobile-sim-cards,B3,41,"Stay connected with Boost Mobile SIM cards offering flexible data, talk, and text options to suit your usage. Explore prepaid kits at The Good Guys, with varying recharge values and network coverage to keep your mobile communication.",233,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/irobot/vacuums-and-cleaners/vacuum-and-cleaning-accessories,B2,41,"Protect your cleaning performance with iRobot vacuum and cleaning accessories offering efficient dust capture, hard floor care and easy pad replacement. Discover filters, bags, pads and solutions at The Good Guys to maintain suction,.",234,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/lg/cooking-and-dishwashers/ovens,B2,40,"Save time with LG ovens from The Good Guys, delivering precise temperature control, pyrolytic cleaning and generous capacity for busy kitchens. Discover steam and multifunction cooking to refine texture, lock in flavour and streamline.",235,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/delonghi/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,40,"Protect your coffee machine with DeLonghi coffee machine accessories from The Good Guys, supporting smooth extraction and consistent flavour. Save time with cleaning tablets, descaler, filters and storage solutions that help maintain.",234,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/apple/computers-tablets-and-gaming/software-and-accessories,B2,40,"Boost productivity with Apple Computer Software & Accessories from The Good Guys, pairing seamless connectivity with precise control. Streamline work with Magic Keyboards, Mice, Trackpads, and adapters designed for smooth performance.",234,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/sennheiser/audio/headphones,B2,40,"Stay immersed in your audio with Sennheiser Headphones from The Good Guys, delivering crisp sound, smart noise cancelling, and wireless freedom. Choose from over-ear and true wireless options for focused work, travel, and everyday listening.",241,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/beko/cooking-and-dishwashers/ovens,B2,40,"Save time with Beko ovens that deliver even heat, pyrolytic self-cleaning, and flexible cooking modes for roasts, bakes and air frying. Discover electric and induction Beko options at The Good Guys to streamline everyday cooking.",229,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/ninja/bbqs-and-outdoor-cooking/bbq-accessories,B2,38,"Stay prepared for outdoor cooking with Ninja BBQ accessories offering precise woodfire pellets, durable covers, and adjustable stands. Explore coolers and tools at The Good Guys to support consistent grilling performance, easy.",227,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/zagg/phones-and-wearables/phone-accessories/phone-cases,B3,37,"Protect your phone with ZAGG cases and screen protectors offering impact protection, MagSafe compatibility, and precise fits for the latest iPhone and Samsung Galaxy models. Explore durable, slim designs at The Good Guys to keep.",229,clone:first5_words_x3
Batch 2,https://www.thegoodguys.com.au/kambrook/small-kitchen-appliances/toasters-and-kettles,B2,37,"Save time with Kambrook toasters and kettles that deliver fast boiling, precise browning, and cool-touch safety. Discover BPA-free designs, stainless steel builds, and large-capacity options at The Good Guys for everyday convenience in your kitchen.",249,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/philips/health-and-grooming/personal-care/dental-care,B3,37,"Protect your smile with Philips Sonicare dental care from The Good Guys, offering powerful plaque removal, gum care and whitening performance. Explore electric toothbrushes, power flossers and brush heads designed for effective,.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/uniden/smart-home/home-security,B2,37,"Stay secure with Uniden home security, combining 2K video clarity, smart alerts, and wireless setup for peace of mind indoors and out. Discover cameras, baby monitors, and video doorbells at The Good Guys to monitor every corner.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/connect-smarthome/smart-home/home-security/security-cameras,B3,37,"Stay secure with smart security cameras that offer sharp HD and 2K video, motion alerts, and flexible indoor and outdoor coverage. Discover connected options at The Good Guys with app control, voice assistant compatibility,.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/miele/vacuums-and-cleaners/vacuum-cleaners/bagless-vacuum-cleaners,B3,37,"Protect your home with Miele bagless vacuums from The Good Guys, combining strong suction, hygienic filtration and agile cleaning. Save time with cordless stick and compact barrel options designed for carpets, hard floors and pet hair.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/garmin/phones-and-wearables/gps,B2,36,"Navigate smarter with Garmin car tech from The Good Guys, delivering clear turn-by-turn guidance, real-time traffic updates, and driver alerts. Stay focused on the road with dash cams and in-car GPS units designed for accurate mapping.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/dell/computers-tablets-and-gaming/software-and-accessories/keyboards-and-mice,B3,36,"Boost productivity with Dell keyboards and mice offering precise tracking, comfortable typing and wireless or corded options. Explore ergonomic layouts, silent keys and travel-ready designs at The Good Guys to match your workspace,.",232,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/breville/heating-and-cooling/air-treatment/dehumidifiers,B3,36,"Control moisture and protect your home with Breville dehumidifiers from The Good Guys, designed to reduce damp, mould and allergens. Save time with smart humidity sensors, multi-room coverage and 2-in-1 purifier options for clearer,.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/la-germania/cooking-and-dishwashers/ovens,B2,36,"Stay in control of every recipe with La Germania ovens offering precise gas, electric, and dual fuel cooking, plus spacious 90cm cavities. Discover freestanding designs at The Good Guys that support efficient heat, versatile cooktops,.",235,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/delonghi/heating-and-cooling/air-treatment/dehumidifiers,B3,35,"Stay comfortable with DeLonghi dehumidifiers that help reduce moisture, minimise mould and support healthier air quality. Find compact capacities, quiet operation and Wi-Fi connected models at The Good Guys for efficient humidity.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/lenovo/computers-tablets-and-gaming/desktop-and-laptop/desktop-computers,B3,35,"Boost productivity with Lenovo Desktop PC's & Computers offering fast processors, ample storage, and space-saving all-in-one designs. Find powerful IdeaCentre systems at The Good Guys for smooth multitasking, crisp displays,.",225,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/delonghi/cooking-and-dishwashers/kitchenware/drinkware,B3,34,"Serve café-style drinks at home with DeLonghi drinkware from The Good Guys, designed to retain temperature and enhance flavour. Choose thermo glasses and travel mugs tailored for espresso, cappuccino and latte for better insulation,.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/panasonic/health-and-grooming/grooming/shavers,B3,34,"Stay sharp with Panasonic shavers from The Good Guys, offering close, consistent grooming with multi-blade foil systems and high-speed motors. Achieve smooth results at home or on the go with wet/dry use, USB-C options, and ergonomic.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/motorola/phones-and-wearables/mobile-phones/5g-mobile-phones,B3,33,"Stay connected with Motorola 5G Mobile Phones from The Good Guys, combining fast downloads, smooth streaming, and all-day battery life. Capture sharp photos, multitask with generous storage, and access next-gen network performance.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers/sinks-and-taps/kitchen-taps-filters,B3,33,"Upgrade meal prep with Franke kitchen taps from The Good Guys, offering precise flow control, pull-out sprayers and durable finishes. Streamline cleaning, match your sink and enhance everyday tasks with mixer and gooseneck designs.",231,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hoover/vacuums-and-cleaners/vacuum-cleaners,B2,32,"Save time with Hoover vacuum cleaners from The Good Guys, combining cordless stick designs, strong suction and ONEPWR batteries for quick whole-home cleaning. Tackle carpets, hard floors and pet hair with bagless convenience and lightweight control.",249,entity:no_named_tech_in_S1
